Name;Birthday;Club;Club2;Club3;Year;League
Kiliann Eric Sildillia;2002-05-16;Freiburg;;;2021.0;GER-Bundesliga
Matondo-Merveille Papela;2001-01-18;Mainz;;;2021.0;GER-Bundesliga
Ben Bobzien;2003-04-29;Mainz;;;2021.0;GER-Bundesliga
Tomáš Koubek;1992-08-26;Augsburg;;;2021.0;GER-Bundesliga
Robert Krzysztof Gumny;1998-06-04;Augsburg;;;2021.0;GER-Bundesliga
Iago Amaral Borduchi;1997-03-23;Augsburg;;;2021.0;GER-Bundesliga
Mads Pedersen;1996-09-01;Augsburg;;;2021.0;GER-Bundesliga
Frederik Franck Winther;2001-01-04;Augsburg;;;2021.0;GER-Bundesliga
Sven Michel;1990-07-15;Union Berlin;;;2021.0;GER-Bundesliga
Masaya Okugawa;1996-04-14;Arminia Bielefeld;;;2021.0;GER-Bundesliga
Maximilian Bauer;2000-02-09;Greuther Fuerth;;;2021.0;GER-Bundesliga
Raphael Framberger;1995-09-06;Augsburg;;;2021.0;GER-Bundesliga
Jeffrey Gouweleeuw;1991-07-10;Augsburg;;;2021.0;GER-Bundesliga
Reece Oxford;1998-12-16;Augsburg;;;2021.0;GER-Bundesliga
Michael Gregoritsch;1994-04-18;Augsburg;;;2021.0;GER-Bundesliga
Hans Fredrik Jensen;1997-09-09;Augsburg;;;2021.0;GER-Bundesliga
Maurice Maximilian Malone;2000-08-17;Augsburg;;;2021.0;GER-Bundesliga
Arne Maier;1999-01-08;Augsburg;;;2021.0;GER-Bundesliga
Ohis Felix Uduokhai;1997-09-09;Augsburg;;;2021.0;GER-Bundesliga
Elvis Rexhbeçaj;1997-11-01;Bochum;;;2021.0;GER-Bundesliga
Finn Gilbert Dahmen;1998-03-27;Mainz;;;2021.0;GER-Bundesliga
Ermedin Demirović;1998-03-25;Freiburg;;;2021.0;GER-Bundesliga
Rubén Estephan Vargas Martínez;1998-08-05;Augsburg;;;2021.0;GER-Bundesliga
Dan-Axel Zagadou;1999-06-03;Borussia Dortmund;;;2021.0;GER-Bundesliga
Woo-Yeong Jeong;1999-09-20;Freiburg;;;2021.0;GER-Bundesliga
Konstantinos Mavropanos;1997-12-11;Stuttgart;;;2021.0;GER-Bundesliga
Wataru Endo;1993-02-09;Stuttgart;;;2021.0;GER-Bundesliga
Silas Katompa Mvumpa;1998-10-06;Stuttgart;;;2021.0;GER-Bundesliga
Chris Jan Führich;1998-01-09;Stuttgart;;;2021.0;GER-Bundesliga
Nikolas Terkelsen Nartey;2000-02-22;Stuttgart;;;2021.0;GER-Bundesliga
Atakan Karazor;1996-10-13;Stuttgart;;;2021.0;GER-Bundesliga
Roberto Massimo;2000-10-12;Stuttgart;;;2021.0;GER-Bundesliga
Maximilian Mittelstädt;1997-03-18;Hertha Berlin;;;2021.0;GER-Bundesliga
Waldemar Riptsov Anton;1996-07-20;Stuttgart;;;2021.0;GER-Bundesliga
Genki Haraguchi;1991-05-09;Union Berlin;;;2021.0;GER-Bundesliga
Fabian Bredlow;1995-03-02;Stuttgart;;;2021.0;GER-Bundesliga
Borna Sosa;1998-01-21;Stuttgart;;;2021.0;GER-Bundesliga
Hiroki Ito;1999-05-12;Stuttgart;;;2021.0;GER-Bundesliga
Jamie Leweling;2001-02-26;Greuther Fuerth;;;2021.0;GER-Bundesliga
Clinton Mola;2001-03-15;Stuttgart;;;2021.0;GER-Bundesliga
Enzo Camille Alain Millot;2002-07-17;Stuttgart;;;2021.0;GER-Bundesliga
Matej Maglica;1998-09-25;Stuttgart;;;2021.0;GER-Bundesliga
Mohamed Ortaim Sankoh;2003-10-16;Stuttgart;;;2021.0;GER-Bundesliga
Christoph Baumgartner;1999-08-01;Hoffenheim;;;2021.0;GER-Bundesliga
Xaver Schlager;1997-09-28;Wolfsburg;;;2021.0;GER-Bundesliga
Péter Gulácsi;1990-05-06;RBL;;;2021.0;GER-Bundesliga
Lukas Manuel Klostermann;1996-06-03;RBL;;;2021.0;GER-Bundesliga
Vilmos Tamás Orbán;1992-11-03;RBL;;;2021.0;GER-Bundesliga
Emil Peter Forsberg;1991-10-23;RBL;;;2021.0;GER-Bundesliga
Amadou Haidara;1998-01-31;RBL;;;2021.0;GER-Bundesliga
Kevin Kampl;1990-10-09;RBL;;;2021.0;GER-Bundesliga
Yussuf Yurary Poulsen;1994-06-15;RBL;;;2021.0;GER-Bundesliga
Daniel Olmo Carvajal;1998-05-07;RBL;;;2021.0;GER-Bundesliga
Obite Evan Ndicka;1999-08-20;Eintracht Frankfurt;;;2021.0;GER-Bundesliga
Filip Kostić;1992-11-01;Eintracht Frankfurt;;;2021.0;GER-Bundesliga
André Miguel Valente da Silva;1995-11-06;RBL;;;2021.0;GER-Bundesliga
Denis Lemi Zakaria Lako Lado;1996-11-20;Borussia M.Gladbach;;;2021.0;GER-Bundesliga
Marcus Lilian Thuram-Ulien;1997-08-06;Borussia M.Gladbach;;;2021.0;GER-Bundesliga
Mohamed Simakan;2000-05-03;RBL;;;2021.0;GER-Bundesliga
Lennard Maloney;1999-10-08;Borussia Dortmund;;;2021.0;GER-Bundesliga
David Raum;1998-04-22;Hoffenheim;;;2021.0;GER-Bundesliga
Moriba Kourouma Kourouma;2003-01-19;RBL;;;2021.0;GER-Bundesliga
Hugo Novoa Ramos;2003-01-24;RBL;;;2021.0;GER-Bundesliga
Benjamin Paa Kwesi Henrichs;1997-02-23;RBL;;;2021.0;GER-Bundesliga
Nick Viergever;1989-08-03;Greuther Fuerth;;;2021.0;GER-Bundesliga
Mitchel Bakker;2000-06-20;Leverkusen;;;2021.0;GER-Bundesliga
Leroy Aziz Sané;1996-01-11;Bayern;;;2021.0;GER-Bundesliga
Wendell Nascimento Borges;1993-07-20;Leverkusen;;;2021.0;GER-Bundesliga
Jetro Danovich Sexer Willems;1994-03-30;Greuther Fuerth;;;2021.0;GER-Bundesliga
Mike Adrianus Wilhelmus van der Hoorn;1992-10-15;Arminia Bielefeld;;;2021.0;GER-Bundesliga
Marvin Friedrich;1995-12-13;Borussia M.Gladbach;Union Berlin;;2021.0;GER-Bundesliga
Justin Hoogma;1998-06-11;Greuther Fuerth;;;2021.0;GER-Bundesliga
Adrian Markus Fein;1999-03-18;Greuther Fuerth;;;2021.0;GER-Bundesliga
Pascal Stenzel;1996-03-20;Stuttgart;;;2021.0;GER-Bundesliga
Jeremiah St. Juste;1996-10-19;Mainz;;;2021.0;GER-Bundesliga
Lennart-Marten Quint Czyborra;1999-05-03;Arminia Bielefeld;;;2021.0;GER-Bundesliga
Brian Ebenezer Adjei Brobbey;2002-02-01;RBL;;;2021.0;GER-Bundesliga
Rodrigo Zalazar Martínez;1999-08-12;Eintracht Frankfurt;;;2021.0;GER-Bundesliga
Niklas Klinger;1995-10-13;Wolfsburg;;;2021.0;GER-Bundesliga
Taylor Anthony Booth;2001-05-31;Bayern;;;2021.0;GER-Bundesliga
Sava-Arangel Cestic;2001-02-19;FC Koln;;;2021.0;GER-Bundesliga
Anselmo García MacNulty;2003-02-19;Wolfsburg;;;2021.0;GER-Bundesliga
Sadik Fofana;2003-05-16;Leverkusen;;;2021.0;GER-Bundesliga
José Ángel Esmoris Tasende;1997-01-04;RBL;;;2021.0;GER-Bundesliga
Vasilios Konstantinos Lampropoulos;1990-03-31;Bochum;;;2021.0;GER-Bundesliga
Tin Jedvaj;1995-11-28;Leverkusen;;;2021.0;GER-Bundesliga
Krzysztof Piątek;1995-07-01;Hertha Berlin;;;2021.0;GER-Bundesliga
Mijat Gaćinović;1995-02-08;Hoffenheim;;;2021.0;GER-Bundesliga
Josip Brekalo;1998-06-23;Wolfsburg;;;2021.0;GER-Bundesliga
Steven Zuber;1991-08-17;Eintracht Frankfurt;;;2021.0;GER-Bundesliga
Alexander Sørloth;1995-12-05;RBL;;;2021.0;GER-Bundesliga
Rafał Gikiewicz;1987-10-26;Augsburg;;;2021.0;GER-Bundesliga
Rick van Drongelen;1998-12-20;Union Berlin;;;2021.0;GER-Bundesliga
Matthias Köbbing;1997-05-28;FC Koln;;;2021.0;GER-Bundesliga
Kingsley Schindler;1993-07-12;FC Koln;;;2021.0;GER-Bundesliga
Philipp Pentke;1985-05-01;Hoffenheim;;;2021.0;GER-Bundesliga
Barış Ekincier;1999-03-24;Bochum;;;2021.0;GER-Bundesliga
Stefanos Kapino;1994-03-18;Arminia Bielefeld;;;2021.0;GER-Bundesliga
Emrehan Gedikli;2003-04-25;Leverkusen;;;2021.0;GER-Bundesliga
Göktan Gürpüz;2003-01-22;Borussia Dortmund;;;2021.0;GER-Bundesliga
Mert Yusuf Torlak;2002-07-18;Greuther Fuerth;;;2021.0;GER-Bundesliga
Famana Quizera;2002-04-25;Borussia M.Gladbach;;;2021.0;GER-Bundesliga
Ömer Faruk Beyaz;2003-08-29;Stuttgart;;;2021.0;GER-Bundesliga
Mark-Alexander Uth;1991-08-24;FC Koln;;;2021.0;GER-Bundesliga
Joshua Benjamin Brenet;1994-03-20;Hoffenheim;;;2021.0;GER-Bundesliga
Dejan Ljubičić;1997-10-08;FC Koln;;;2021.0;GER-Bundesliga
Dimitris Limnios;1998-05-27;FC Koln;;;2021.0;GER-Bundesliga
Marvin Schwäbe;1995-04-25;FC Koln;;;2021.0;GER-Bundesliga
Noah Katterbach;2001-04-13;FC Koln;;;2021.0;GER-Bundesliga
Benno Schmitz;1994-11-17;FC Koln;;;2021.0;GER-Bundesliga
Florian Kainz;1992-10-24;FC Koln;;;2021.0;GER-Bundesliga
Sargis Adamyan;1993-05-23;Hoffenheim;;;2021.0;GER-Bundesliga
Vladimír Darida;1990-08-08;Hertha Berlin;;;2021.0;GER-Bundesliga
Javairô Joreno Faustino Dilrosun;1998-06-22;Hertha Berlin;;;2021.0;GER-Bundesliga
Davie Selke;1995-01-20;Hertha Berlin;;;2021.0;GER-Bundesliga
Gian-Luca Waldschmidt;1996-05-19;Wolfsburg;;;2021.0;GER-Bundesliga
Santiago Lionel Ascacíbar;1997-02-25;Hertha Berlin;;;2021.0;GER-Bundesliga
Steffen Tigges;1998-07-31;Borussia Dortmund;;;2021.0;GER-Bundesliga
Julian Jeffrey Gaston Chabot;1998-02-12;FC Koln;;;2021.0;GER-Bundesliga
Timo Bernd Hübers;1996-07-20;FC Koln;;;2021.0;GER-Bundesliga
Luca Jannis Kilian;1999-09-01;FC Koln;Mainz;;2021.0;GER-Bundesliga
Mathias Flaga Olesen;2001-03-21;FC Koln;;;2021.0;GER-Bundesliga
Jan Uwe Thielmann;2002-05-26;FC Koln;;;2021.0;GER-Bundesliga
Roman Bürki;1990-11-14;Borussia Dortmund;;;2021.0;GER-Bundesliga
Lucas François Bernard Hernández;1996-02-14;Bayern;;;2021.0;GER-Bundesliga
Dejan Joveljić;1999-08-07;Eintracht Frankfurt;;;2021.0;GER-Bundesliga
Alessandro André Schöpf;1994-02-07;Arminia Bielefeld;;;2021.0;GER-Bundesliga
Charles Mariano Aránguiz Sandoval;1989-04-17;Leverkusen;;;2021.0;GER-Bundesliga
Nordi Mukiele Mulere;1997-11-01;RBL;;;2021.0;GER-Bundesliga
Sergio Duvan Córdova Lezama;1997-08-09;Augsburg;;;2021.0;GER-Bundesliga
Carlos Armando Gruezo Arboleda;1995-04-19;Augsburg;;;2021.0;GER-Bundesliga
Mateo Klimowicz;2000-07-06;Stuttgart;;;2021.0;GER-Bundesliga
Abdourahmane Barry;2000-02-21;Greuther Fuerth;;;2021.0;GER-Bundesliga
João Victor Santos Sá;1994-03-27;Wolfsburg;;;2021.0;GER-Bundesliga
Jürgen Leonardo Locadia;1993-11-07;Bochum;;;2021.0;GER-Bundesliga
Rafael Czichos;1990-05-14;FC Koln;;;2021.0;GER-Bundesliga
William de Asevedo Furtado;1995-04-03;Wolfsburg;;;2021.0;GER-Bundesliga
Eduard Löwen;1997-01-28;Bochum;;;2021.0;GER-Bundesliga
Timothy Justin Tillman;1999-01-04;Greuther Fuerth;;;2021.0;GER-Bundesliga
Erik Thommy;1994-08-20;Stuttgart;;;2021.0;GER-Bundesliga
Ricardo Daniel Pepi;2003-01-09;Augsburg;;;2021.0;GER-Bundesliga
Tomáš Ostrák;2000-02-05;FC Koln;;;2021.0;GER-Bundesliga
Alexis Ronaldo Tibidi;2003-11-03;Stuttgart;;;2021.0;GER-Bundesliga
Paulo Henrique Sampaio Filho;2000-07-15;Leverkusen;;;2021.0;GER-Bundesliga
Tyler Shaan Adams;1999-02-14;RBL;;;2021.0;GER-Bundesliga
Nils Stendera;2000-09-30;Eintracht Frankfurt;;;2021.0;GER-Bundesliga
Nils Seufert;1997-02-03;Greuther Fuerth;;;2021.0;GER-Bundesliga
Andreas Voglsammer;1992-01-09;Union Berlin;;;2021.0;GER-Bundesliga
Armel Bella-Kotchap;2001-12-11;Bochum;;;2021.0;GER-Bundesliga
Seong-Hoon Cheon;2000-09-21;Augsburg;;;2021.0;GER-Bundesliga
Andreas Poulsen;1999-10-13;Borussia M.Gladbach;;;2021.0;GER-Bundesliga
Emil Berggreen;1993-05-10;Greuther Fuerth;;;2021.0;GER-Bundesliga
Dong-Jun Lee;1997-02-01;Hertha Berlin;;;2021.0;GER-Bundesliga
Jörgen Joakim Nilsson;1994-02-06;Arminia Bielefeld;;;2021.0;GER-Bundesliga
Georginio Rutter;2002-04-20;Hoffenheim;;;2021.0;GER-Bundesliga
Luca Philipp;2000-11-28;Hoffenheim;;;2021.0;GER-Bundesliga
Gabriel Haider;2002-06-18;Hoffenheim;;;2021.0;GER-Bundesliga
Justin Gideon Njinmah;2000-11-15;Borussia Dortmund;;;2021.0;GER-Bundesliga
Lilian Niclas Egloff;2002-08-20;Stuttgart;;;2021.0;GER-Bundesliga
Jordan Meyer;2002-03-26;Stuttgart;;;2021.0;GER-Bundesliga
Florian Schock;2001-05-22;Stuttgart;;;2021.0;GER-Bundesliga
Nahuel Nicolas Noll;2003-03-17;Hoffenheim;;;2021.0;GER-Bundesliga
Dikeni-Rafid Salifou;2003-06-08;Augsburg;;;2021.0;GER-Bundesliga
Tom Weilandt;1992-04-27;Bochum;;;2021.0;GER-Bundesliga
Kevin Möhwald;1993-07-03;Union Berlin;;;2021.0;GER-Bundesliga
Jordan Torunarigha;1997-08-07;Hertha Berlin;;;2021.0;GER-Bundesliga
Julian Albrecht;2001-08-31;Hertha Berlin;;;2021.0;GER-Bundesliga
Bartosz Białek;2001-11-11;Wolfsburg;;;2021.0;GER-Bundesliga
Melayro Chakewno Jalaino Bogarde;2002-05-28;Hoffenheim;;;2021.0;GER-Bundesliga
Dominik Wanner;1999-05-04;Mainz;;;2021.0;GER-Bundesliga
Elias Kratzer;2000-01-08;Greuther Fuerth;;;2021.0;GER-Bundesliga
Marius Liesegang;2000-01-07;Mainz;;;2021.0;GER-Bundesliga
Lasse Finn Rieß;2001-07-27;Mainz;;;2021.0;GER-Bundesliga
Fabio Schneider;2002-07-31;Union Berlin;;;2021.0;GER-Bundesliga
Fisnik Asllani;2002-08-08;Hoffenheim;;;2021.0;GER-Bundesliga
Jannis Lang;2002-07-12;Wolfsburg;;;2021.0;GER-Bundesliga
Dominic Schmidt;2001-03-12;Augsburg;;;2021.0;GER-Bundesliga
Noah König;2003-05-17;Hoffenheim;;;2021.0;GER-Bundesliga
Bambasé Conté;2003-07-07;Hoffenheim;;;2021.0;GER-Bundesliga
Umut Deger Tohumcu;2004-08-11;Hoffenheim;;;2021.0;GER-Bundesliga
Jannik Reiner Horz;2003-04-14;Eintracht Frankfurt;;;2021.0;GER-Bundesliga
Eniss Shabani;2003-05-29;Mainz;;;2021.0;GER-Bundesliga
Timothé Rupil;2003-06-12;Mainz;;;2021.0;GER-Bundesliga
Jurgen Ekkelenkamp;2000-04-05;Hertha Berlin;;;2021.0;GER-Bundesliga
Anga Dedryck Boyata;1990-11-28;Hertha Berlin;;;2021.0;GER-Bundesliga
Sebastian Vasiliadis;1997-10-04;Arminia Bielefeld;;;2021.0;GER-Bundesliga
László Bénes;1997-09-09;Borussia M.Gladbach;;;2021.0;GER-Bundesliga
Lars Edi Stindl;1988-08-26;Borussia M.Gladbach;;;2021.0;GER-Bundesliga
Levin Mete Öztunalı;1996-03-15;Union Berlin;;;2021.0;GER-Bundesliga
Nils-Jonathan Körber;1996-11-13;Hertha Berlin;;;2021.0;GER-Bundesliga
Guilherme Magro Pires Ramos;1997-08-11;Arminia Bielefeld;;;2021.0;GER-Bundesliga
Herbert Bockhorn;1995-01-31;Bochum;;;2021.0;GER-Bundesliga
Immanuel-Johannes Pherai;2001-04-25;Borussia Dortmund;;;2021.0;GER-Bundesliga
Jamie Lawrence;2002-11-10;Bayern;;;2021.0;GER-Bundesliga
Ruwen Werthmüller;2001-01-28;Hertha Berlin;;;2021.0;GER-Bundesliga
Marcel Beifus;2002-10-27;Wolfsburg;;;2021.0;GER-Bundesliga
Jonas Michel Dirkner;2002-07-15;Hertha Berlin;;;2021.0;GER-Bundesliga
Maximilian Somnitz;2003-06-09;Union Berlin;;;2021.0;GER-Bundesliga
Paul Nebel;2002-10-10;Mainz;;;2021.0;GER-Bundesliga
Luca Wollschläger;2003-02-08;Hertha Berlin;;;2021.0;GER-Bundesliga
Hugo Thierry Siquet;2002-07-09;Freiburg;;;2021.0;GER-Bundesliga
Niklas Petzsch;2004-06-18;Union Berlin;;;2021.0;GER-Bundesliga
Tom Alexander Rothe;2004-10-29;Borussia Dortmund;;;2021.0;GER-Bundesliga
Branimir Hrgota;1993-01-12;Greuther Fuerth;;;2021.0;GER-Bundesliga
David Nemeth;2001-03-18;Mainz;;;2021.0;GER-Bundesliga
Jacob Barrett Laursen;1994-11-17;Arminia Bielefeld;;;2021.0;GER-Bundesliga
Sascha Burchert;1989-10-30;Greuther Fuerth;;;2021.0;GER-Bundesliga
Leon Valentin Schaffran;1998-07-31;Greuther Fuerth;;;2021.0;GER-Bundesliga
Julian Wesley Green;1995-06-06;Greuther Fuerth;;;2021.0;GER-Bundesliga
Simon Asta;2001-01-25;Greuther Fuerth;;;2021.0;GER-Bundesliga
Gian-Luca Itter;1999-01-05;Greuther Fuerth;;;2021.0;GER-Bundesliga
Daniel Ginczek;1991-04-13;Wolfsburg;;;2021.0;GER-Bundesliga
Keanan Bennetts;1999-03-09;Borussia M.Gladbach;;;2021.0;GER-Bundesliga
Vincent Vermeij;1994-08-09;Freiburg;;;2021.0;GER-Bundesliga
Andreas Christopher Linde;1993-07-24;Greuther Fuerth;;;2021.0;GER-Bundesliga
Marco Meyerhöfer;1995-11-18;Greuther Fuerth;;;2021.0;GER-Bundesliga
Paul Grave;2001-04-10;Bochum;;;2021.0;GER-Bundesliga
Lasse Günther;2003-03-21;Augsburg;;;2021.0;GER-Bundesliga
Yannik Engelhardt;2001-02-07;Freiburg;;;2021.0;GER-Bundesliga
Christalino Atemona;2002-04-26;Hertha Berlin;;;2021.0;GER-Bundesliga
Jonas Kurt Urbig;2003-08-08;FC Koln;;;2021.0;GER-Bundesliga
Robert Wagner;2003-07-14;Freiburg;;;2021.0;GER-Bundesliga
Ben Klefisch;2003-06-02;RBL;;;2021.0;GER-Bundesliga
Cedric Teuchert;1997-01-14;Union Berlin;;;2021.0;GER-Bundesliga
Jonathan Meier;1999-11-11;Mainz;;;2021.0;GER-Bundesliga
Marcel Halstenberg;1991-09-27;RBL;;;2021.0;GER-Bundesliga
Bryan Lasme;1998-11-14;Arminia Bielefeld;;;2021.0;GER-Bundesliga
Niklas Hauptmann;1996-06-27;FC Koln;;;2021.0;GER-Bundesliga
Louis Schaub;1994-12-29;FC Koln;;;2021.0;GER-Bundesliga
Sebastian Polter;1991-04-01;Bochum;;;2021.0;GER-Bundesliga
Cédric Christian Brunner;1994-02-17;Arminia Bielefeld;;;2021.0;GER-Bundesliga
Max Christiansen;1996-09-25;Greuther Fuerth;;;2021.0;GER-Bundesliga
Paul Seguin;1995-03-29;Greuther Fuerth;;;2021.0;GER-Bundesliga
Håvard Kallevik Nielsen;1993-07-15;Greuther Fuerth;;;2021.0;GER-Bundesliga
Fabian Kunze;1998-06-14;Arminia Bielefeld;;;2021.0;GER-Bundesliga
Timo Baumgartl;1996-03-04;Union Berlin;;;2021.0;GER-Bundesliga
Bright Akwo Arrey-Mbi;2003-03-26;FC Koln;Bayern;;2021.0;GER-Bundesliga
Stefan Drljača;1999-04-20;Borussia Dortmund;;;2021.0;GER-Bundesliga
Kaan Kurt;2001-12-21;Borussia M.Gladbach;;;2021.0;GER-Bundesliga
Dickson Abiama;1998-11-03;Greuther Fuerth;;;2021.0;GER-Bundesliga
Niklas Tauer;2001-02-17;Mainz;;;2021.0;GER-Bundesliga
Tim Lemperle;2002-02-05;FC Koln;;;2021.0;GER-Bundesliga
António Andónis Fóti;2003-11-03;Eintracht Frankfurt;;;2021.0;GER-Bundesliga
Saulo Igor Decarli;1992-02-04;Bochum;;;2021.0;GER-Bundesliga
Ron-Thorben Hoffmann;1999-04-04;Bayern;;;2021.0;GER-Bundesliga
Jannes-Kilian Horn;1997-02-06;FC Koln;;;2021.0;GER-Bundesliga
Lars Holtkamp;2001-11-21;Bochum;;;2021.0;GER-Bundesliga
Robert Tesche;1987-05-27;Bochum;;;2021.0;GER-Bundesliga
Maximilian Bennet Kruse;1988-03-19;Wolfsburg;Union Berlin;;2021.0;GER-Bundesliga
Hannes Lennart Grill;1999-01-25;Leverkusen;Leverkusen;;2021.0;GER-Bundesliga
Benjamin Uphoff;1993-08-08;Freiburg;;;2021.0;GER-Bundesliga
Lukas Kübler;1992-08-30;Freiburg;;;2021.0;GER-Bundesliga
Tarsis Bonga;1997-01-10;Bochum;;;2021.0;GER-Bundesliga
Keita Endo;1997-11-22;Union Berlin;;;2021.0;GER-Bundesliga
Marvin Stefaniak;1995-02-03;Wolfsburg;;;2021.0;GER-Bundesliga
Jonas Michelbrink;2001-06-23;Hertha Berlin;;;2021.0;GER-Bundesliga
Noah Atubolu;2002-05-25;Freiburg;;;2021.0;GER-Bundesliga
Wahidullah Faghir;2003-07-29;Stuttgart;;;2021.0;GER-Bundesliga
Kimberly Chiwetalu Akwaeze Ezekwem;2001-06-19;Freiburg;;;2021.0;GER-Bundesliga
Mika Schröers;2002-02-04;Borussia M.Gladbach;;;2021.0;GER-Bundesliga
Maximilian Neutgens;2004-03-03;Leverkusen;;;2021.0;GER-Bundesliga
Arne Schulz;2003-03-23;Arminia Bielefeld;;;2021.0;GER-Bundesliga
Verthomy Schilo Boboy;2003-04-19;Bochum;;;2021.0;GER-Bundesliga
Suat Serdar;1997-04-11;Hertha Berlin;;;2021.0;GER-Bundesliga
Oliver Christensen;1999-03-22;Hertha Berlin;;;2021.0;GER-Bundesliga
Sebastian Griesbeck;1990-10-03;Greuther Fuerth;Union Berlin;;2021.0;GER-Bundesliga
Jeremy Calvin Dudziak;1995-08-28;Greuther Fuerth;;;2021.0;GER-Bundesliga
Hamadi Al Ghaddioui;1990-09-22;Stuttgart;;;2021.0;GER-Bundesliga
Anderson-Lenda Lucoqui;1997-07-06;Mainz;;;2021.0;GER-Bundesliga
Peter Pekarík;1986-10-30;Hertha Berlin;;;2021.0;GER-Bundesliga
Anthony Ujah;1990-10-14;Union Berlin;;;2021.0;GER-Bundesliga
Roland Sallai;1997-05-22;Freiburg;;;2021.0;GER-Bundesliga
Lucas Höler;1994-07-10;Freiburg;;;2021.0;GER-Bundesliga
Florian Niederlechner;1990-10-24;Augsburg;;;2021.0;GER-Bundesliga
Marc Oliver Kempf;1995-01-28;Hertha Berlin;Stuttgart;;2021.0;GER-Bundesliga
Deyovaisio Zeefuik;1998-03-11;Hertha Berlin;;;2021.0;GER-Bundesliga
Márton Dárdai;2002-02-12;Hertha Berlin;;;2021.0;GER-Bundesliga
Tan-Kenneth Jerico Leka-Schmidt;2002-06-03;Freiburg;;;2021.0;GER-Bundesliga
Noah Raphael Weißhaupt;2001-09-20;Freiburg;;;2021.0;GER-Bundesliga
Tom Gaal;2001-03-03;Borussia M.Gladbach;;;2021.0;GER-Bundesliga
Tjark Ernst;2003-03-15;Bochum;;;2021.0;GER-Bundesliga
Linus Jasper Gechter;2004-02-27;Hertha Berlin;;;2021.0;GER-Bundesliga
Julian Eitschberger;2004-03-05;Hertha Berlin;;;2021.0;GER-Bundesliga
Erik Durm;1992-05-12;Eintracht Frankfurt;;;2021.0;GER-Bundesliga
Myziane Maolida;1999-02-14;Hertha Berlin;;;2021.0;GER-Bundesliga
Phillipp Klement;1992-09-09;Stuttgart;;;2021.0;GER-Bundesliga
Andreas Luthe;1987-03-10;Union Berlin;;;2021.0;GER-Bundesliga
Marco Richter;1997-11-24;Hertha Berlin;Augsburg;;2021.0;GER-Bundesliga
Dodi Lukebakio Ngandoli;1997-09-24;Wolfsburg;Hertha Berlin;;2021.0;GER-Bundesliga
Antonios Papadopoulos;1999-09-10;Borussia Dortmund;;;2021.0;GER-Bundesliga
Ragnar Prince Friedel Ache;1998-07-28;Eintracht Frankfurt;;;2021.0;GER-Bundesliga
Tymoteusz Puchacz;1999-01-23;Union Berlin;;;2021.0;GER-Bundesliga
Romario Rösch;1999-07-01;Mainz;;;2021.0;GER-Bundesliga
Tobias Raschl;2000-02-21;Greuther Fuerth;Borussia Dortmund;;2021.0;GER-Bundesliga
Abdoulaye Kamara;2004-11-06;Borussia Dortmund;;;2021.0;GER-Bundesliga
Marcel Laurenz Lotka;2001-05-25;Hertha Berlin;;;2021.0;GER-Bundesliga
Soumaïla Coulibaly;2003-10-14;Borussia Dortmund;;;2021.0;GER-Bundesliga
Kelian Nsona Wa Saka;2002-05-11;Hertha Berlin;;;2021.0;GER-Bundesliga
Marten Winkler;2002-10-31;Hertha Berlin;;;2021.0;GER-Bundesliga
Felix Omoruyi Irorere;2002-06-21;Eintracht Frankfurt;;;2021.0;GER-Bundesliga
Tim Civeja;2002-01-04;Augsburg;;;2021.0;GER-Bundesliga
Falko Michel;2001-01-14;Stuttgart;;;2021.0;GER-Bundesliga
Silas Ostrzinski;2003-11-19;Borussia Dortmund;;;2021.0;GER-Bundesliga
Luca Unbehaun;2001-02-27;Borussia Dortmund;;;2021.0;GER-Bundesliga
Gideon Jung;1994-09-12;Greuther Fuerth;;;2021.0;GER-Bundesliga
Niklas Bernd Dorsch;1998-01-15;Augsburg;;;2021.0;GER-Bundesliga
Fabian Klos;1987-12-02;Arminia Bielefeld;;;2021.0;GER-Bundesliga
Marius Funk;1996-01-01;Greuther Fuerth;;;2021.0;GER-Bundesliga
Noah Joel Sarenren Bazee;1996-08-21;Augsburg;;;2021.0;GER-Bundesliga
Torben Müsel;1999-07-25;Borussia M.Gladbach;;;2021.0;GER-Bundesliga
Timo Kern;1990-01-16;Bayern;;;2021.0;GER-Bundesliga
Lion Semić;2003-09-13;Borussia Dortmund;;;2021.0;GER-Bundesliga
Joscha Wosz;2002-07-20;RBL;;;2021.0;GER-Bundesliga
Fabian Rüth;2001-07-02;Hoffenheim;;;2021.0;GER-Bundesliga
Daniel Klein;2001-03-13;Augsburg;;;2021.0;GER-Bundesliga
Luca Juliano Bazzoli;2000-11-01;Stuttgart;;;2021.0;GER-Bundesliga
Marvin Ayhan Obuz;2002-01-25;FC Koln;;;2021.0;GER-Bundesliga
Kaito Mizuta;2000-04-08;Mainz;;;2021.0;GER-Bundesliga
Vladislav Cherny;2003-06-21;Arminia Bielefeld;;;2021.0;GER-Bundesliga
Oliver Fobassam Nawé;2003-04-06;Greuther Fuerth;;;2021.0;GER-Bundesliga
Lasse Schulz;2003-03-29;Greuther Fuerth;;;2021.0;GER-Bundesliga
Lars Sidney Raebiger;2005-04-17;RBL;;;2021.0;GER-Bundesliga
Arijon Ibrahimović;2005-12-11;Bayern;;;2021.0;GER-Bundesliga
Marwin Hitz;1987-09-18;Borussia Dortmund;;;2021.0;GER-Bundesliga
